E0601,"Continuous positive airway pressure (CPAP) device"
E0114,"Crutches underarm, other than wood, adjustable or fixed pair, with pads, tips and handgrips"
E0562,"Humidifier, heated, used with positive airway pressure (PAP) device"
E1390,"Oxygen concentrator"
E1399,"Durable medical equipment, miscellaneous"
E0604,"Hospital grade electric breast pump"
E0776,"IV pole"
E0470,"Respiratory assist device, bi-level pressure capability, without backup rate feature, used with noninvasive interface"
E0570,"Nebulizer with compression"
E0730,"Transcutaneous electrical nerve stimulation (tens) device, four or more leads, for multiple nerve stimulation"
E0143,"Walker folding wheeled"
E0486,"Oral device/appliance used to reduce upper airway collapsibility, adjustable or non-adjustable, custom fabricated, includes fitting and adjustment"
E0431,"Portable gaseous oxygen system, rental; includes portable container, regulator, flowmeter, humidifier, cannula or mask, and tubing"
E0791,"Parenteral infusion pump, stationary, single or multi-channel"
E0700,"Safety equipment"
E0100,"Cane adjust/fixed with tip"
E0600,"Respiratory suction pump, home model, portable or stationary, electric"
E0780,"Ambulatory infusion pump, mechanical, reusable, for infusion less than 8 hours"
E0190,"Positioning cushion/pillow/wedge"
E0781,"Ambulatory infusion pump"
